剧本ID,剧目名称,剧目类别,内容量权重,网络密度,度中心化,主角色关系,角色关系集合,核心主题,核心主题序号,核心主题得分,核心主题置信度,次要主题集合,主题组合,主题组合显示,主题数量,主题序号集合,主题得分集合,主题归一得分集合,主题证据词集合,组合ID,文件路径,数据说明
70902127,长生殿·酒楼,历史戏,22.2,0.3061,0.4997,权力关系,权力关系|亲属关系|同盟关系,文人世情,12,342.69,0.539,政治权力,政治权力|文人世情,政治权力 + 文人世情,2,2|12,忠义家国:34.49|政治权力:99.72|婚恋姻缘:0.9|家庭亲情:53.48|公案冤狱:19.39|除暴侠义:5.08|战争武略:53.15|恩怨报偿:4.34|善恶转化:0.9|礼教品格:18.66|宗教祥瑞:2.93|文人世情:342.69,忠义家国:0.1006|政治权力:0.291|婚恋姻缘:0.0026|家庭亲情:0.156|公案冤狱:0.0566|除暴侠义:0.0148|战争武略:0.1551|恩怨报偿:0.0127|善恶转化:0.0026|礼教品格:0.0545|宗教祥瑞:0.0085|文人世情:1.0,政治权力:朝、官、臣、王、朝廷|文人世情:酒楼、楼、诗、才、谜,combo-fa9c434c,70902000/70902127_长生殿·酒楼.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
70902128,长生殿·絮阁,历史戏,26.42,0.3633,0.3985,权力关系,权力关系|亲属关系,文人世情,12,46.08,0.2602,政治权力,政治权力|文人世情,政治权力 + 文人世情,2,2|12,忠义家国:9.0|政治权力:36.49|婚恋姻缘:14.94|家庭亲情:16.95|公案冤狱:4.08|除暴侠义:0.0|战争武略:18.21|恩怨报偿:6.38|善恶转化:0.63|礼教品格:15.72|宗教祥瑞:8.64|文人世情:46.08,忠义家国:0.1953|政治权力:0.7919|婚恋姻缘:0.3242|家庭亲情:0.3678|公案冤狱:0.0887|除暴侠义:0.0|战争武略:0.3953|恩怨报偿:0.1385|善恶转化:0.0137|礼教品格:0.3411|宗教祥瑞:0.1875|文人世情:1.0,政治权力:宫、关系先验:权力关系、类别先验:历史戏、朝、王|文人世情:士、风流、画、楼,combo-fa9c434c,70902000/70902128_长生殿·絮阁.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
70902129,长生殿·惊变,历史戏,24.4,0.3586,0.5576,权力关系,权力关系|冲突关系,政治权力,2,145.12,0.3499,战争武略|文人世情,政治权力|战争武略|文人世情,政治权力 + 战争武略 + 文人世情,3,2|7|12,忠义家国:50.1|政治权力:145.12|婚恋姻缘:4.05|家庭亲情:5.71|公案冤狱:4.31|除暴侠义:3.0|战争武略:54.76|恩怨报偿:5.5|善恶转化:2.45|礼教品格:13.8|宗教祥瑞:0.77|文人世情:125.19,忠义家国:0.3452|政治权力:1.0|婚恋姻缘:0.0279|家庭亲情:0.0394|公案冤狱:0.0297|除暴侠义:0.0207|战争武略:0.3773|恩怨报偿:0.0379|善恶转化:0.0169|礼教品格:0.0951|宗教祥瑞:0.0053|文人世情:0.8627,忠义家国:忠、社稷、类别先验:历史戏、关系先验:权力关系|政治权力:宫廷、宫、王、关系先验:权力关系、类别先验:历史戏|战争武略:兵、关、类别先验:历史戏、关系先验:冲突关系、将军|文人世情:花园、士、园、楼、灯,combo-b648ebb9,70902000/70902129_长生殿·惊变.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
70902130,长生殿·埋玉,历史戏,24.5,0.4424,0.2449,权力关系,权力关系|亲属关系|冲突关系,战争武略,7,96.47,0.2811,忠义家国|礼教品格,忠义家国|战争武略|礼教品格,忠义家国 + 战争武略 + 礼教品格,3,1|7|10,忠义家国:50.46|政治权力:34.13|婚恋姻缘:14.85|家庭亲情:14.7|公案冤狱:2.0|除暴侠义:3.0|战争武略:96.47|恩怨报偿:32.88|善恶转化:4.88|礼教品格:47.46|宗教祥瑞:3.83|文人世情:38.49,忠义家国:0.523|政治权力:0.3538|婚恋姻缘:0.1539|家庭亲情:0.1524|公案冤狱:0.0207|除暴侠义:0.0311|战争武略:1.0|恩怨报偿:0.3408|善恶转化:0.0506|礼教品格:0.4919|宗教祥瑞:0.0396|文人世情:0.399,忠义家国:忠、类别先验:历史戏、关系先验:权力关系、社稷、义|战争武略:军、将、兵、类别先验:历史戏、将军|礼教品格:礼、节、烈、关系先验:亲属关系、教,combo-581a7775,70902000/70902130_长生殿·埋玉.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
70902131,长生殿·闻铃,历史戏,18.26,0.512,0.1688,权力关系,权力关系,礼教品格,10,66.87,0.4324,政治权力|战争武略,政治权力|战争武略|礼教品格,政治权力 + 战争武略 + 礼教品格,3,2|7|10,忠义家国:9.0|政治权力:15.49|婚恋姻缘:0.0|家庭亲情:1.44|公案冤狱:2.0|除暴侠义:0.0|战争武略:33.77|恩怨报偿:2.7|善恶转化:8.85|礼教品格:66.87|宗教祥瑞:0.72|文人世情:13.8,忠义家国:0.1346|政治权力:0.2316|婚恋姻缘:0.0|家庭亲情:0.0215|公案冤狱:0.0299|除暴侠义:0.0|战争武略:0.505|恩怨报偿:0.0404|善恶转化:0.1323|礼教品格:1.0|宗教祥瑞:0.0108|文人世情:0.2064,战争武略:将、类别先验:历史戏、关系先验:权力关系、战、兵|礼教品格:礼、节、教,combo-241a6232,70902000/70902131_长生殿·闻铃.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
70902132,长生殿·哭像,历史戏,22.03,0.5077,0.3859,权力关系,权力关系|亲属关系,家庭亲情,4,59.13,0.2177,政治权力|宗教祥瑞,政治权力|家庭亲情|宗教祥瑞,政治权力 + 家庭亲情 + 宗教祥瑞,3,2|4|11,忠义家国:9.0|政治权力:49.36|婚恋姻缘:5.4|家庭亲情:59.13|公案冤狱:3.58|除暴侠义:0.0|战争武略:25.95|恩怨报偿:11.06|善恶转化:2.16|礼教品格:28.29|宗教祥瑞:37.58|文人世情:40.05,忠义家国:0.1522|政治权力:0.8348|婚恋姻缘:0.0913|家庭亲情:1.0|公案冤狱:0.0605|除暴侠义:0.0|战争武略:0.4389|恩怨报偿:0.187|善恶转化:0.0365|礼教品格:0.4784|宗教祥瑞:0.6355|文人世情:0.6773,政治权力:天子、宫、关系先验:权力关系、类别先验:历史戏、朝|家庭亲情:子、亲、关系先验:亲属关系、儿、娘亲|宗教祥瑞:庙、神、雷、梦|文人世情:士、文、楼、谜、画,combo-de874e80,70902000/70902132_长生殿·哭像.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
70902133,长生殿·弹词,历史戏,25.76,0.4178,0.2622,权力关系,权力关系|亲属关系,政治权力,2,139.87,0.528,礼教品格,政治权力|礼教品格,政治权力 + 礼教品格,2,2|10,忠义家国:12.69|政治权力:139.87|婚恋姻缘:9.9|家庭亲情:13.17|公案冤狱:2.0|除暴侠义:0.0|战争武略:18.21|恩怨报偿:10.79|善恶转化:18.3|礼教品格:24.33|宗教祥瑞:8.77|文人世情:6.88,忠义家国:0.0907|政治权力:1.0|婚恋姻缘:0.0708|家庭亲情:0.0942|公案冤狱:0.0143|除暴侠义:0.0|战争武略:0.1302|恩怨报偿:0.0771|善恶转化:0.1308|礼教品格:0.1739|宗教祥瑞:0.0627|文人世情:0.0492,政治权力:宫廷、宫、皇帝、关系先验:权力关系、类别先验:历史戏,combo-b014fe84,70902000/70902133_长生殿·弹词.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
70902134,孽海记·思凡,神怪戏,13.72,0.0,0.0,亲属关系,亲属关系,宗教祥瑞,11,270.73,0.7532,家庭亲情,家庭亲情|宗教祥瑞,家庭亲情 + 宗教祥瑞,2,4|11,忠义家国:0.0|政治权力:0.68|婚恋姻缘:12.69|家庭亲情:24.08|公案冤狱:1.71|除暴侠义:0.54|战争武略:0.41|恩怨报偿:11.1|善恶转化:17.03|礼教品格:18.57|宗教祥瑞:270.73|文人世情:1.89,忠义家国:0.0|政治权力:0.0025|婚恋姻缘:0.0469|家庭亲情:0.0889|公案冤狱:0.0063|除暴侠义:0.002|战争武略:0.0015|恩怨报偿:0.041|善恶转化:0.0629|礼教品格:0.0686|宗教祥瑞:1.0|文人世情:0.007,宗教祥瑞:思凡、佛、类别先验:神怪戏、目莲、观音,combo-f02c3a74,70902000/70902134_孽海记·思凡.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
70902136,凤凰山·百花赠剑,历史戏,21.91,0.6367,0.1474,亲属关系,亲属关系|权力关系,政治权力,2,271.06,0.5874,战争武略,政治权力|战争武略,政治权力 + 战争武略,2,2|7,忠义家国:9.36|政治权力:271.06|婚恋姻缘:20.7|家庭亲情:38.75|公案冤狱:2.0|除暴侠义:1.35|战争武略:69.0|恩怨报偿:8.54|善恶转化:0.63|礼教品格:20.28|宗教祥瑞:1.53|文人世情:18.25,忠义家国:0.0345|政治权力:1.0|婚恋姻缘:0.0764|家庭亲情:0.1429|公案冤狱:0.0074|除暴侠义:0.005|战争武略:0.2546|恩怨报偿:0.0315|善恶转化:0.0023|礼教品格:0.0748|宗教祥瑞:0.0056|文人世情:0.0673,政治权力:朝廷、王、朝、关系先验:权力关系、类别先验:历史戏|战争武略:兵、关、计、类别先验:历史戏、关系先验:权力关系,combo-b8241900,70902000/70902136_凤凰山·百花赠剑.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
70902138,奇双会·写状,家庭戏,26.77,0.5209,0.6193,婚恋关系,婚恋关系|亲属关系|审判与恩怨关系,公案冤狱,5,143.45,0.3445,婚恋姻缘|家庭亲情,婚恋姻缘|家庭亲情|公案冤狱,婚恋姻缘 + 家庭亲情 + 公案冤狱,3,3|4|5,忠义家国:0.36|政治权力:5.98|婚恋姻缘:113.99|家庭亲情:43.48|公案冤狱:143.45|除暴侠义:0.0|战争武略:11.99|恩怨报偿:20.58|善恶转化:21.75|礼教品格:38.71|宗教祥瑞:2.0|文人世情:14.12,忠义家国:0.0025|政治权力:0.0417|婚恋姻缘:0.7946|家庭亲情:0.3031|公案冤狱:1.0|除暴侠义:0.0|战争武略:0.0835|恩怨报偿:0.1435|善恶转化:0.1516|礼教品格:0.2698|宗教祥瑞:0.0139|文人世情:0.0984,婚恋姻缘:夫妇、夫人、夫妻、关系先验:婚恋关系、类别先验:家庭戏|公案冤狱:状、冤、案、告状、公堂,combo-aa56a19d,70902000/70902138_奇双会·写状.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
70902141,风云会·访普,历史戏,25.66,0.1842,0.3026,权力关系,权力关系|亲属关系,政治权力,2,231.01,0.5619,战争武略,政治权力|战争武略,政治权力 + 战争武略,2,2|7,忠义家国:9.0|政治权力:231.01|婚恋姻缘:20.4|家庭亲情:12.54|公案冤狱:2.0|除暴侠义:0.54|战争武略:82.66|恩怨报偿:5.57|善恶转化:23.61|礼教品格:17.76|宗教祥瑞:0.54|文人世情:5.49,忠义家国:0.039|政治权力:1.0|婚恋姻缘:0.0883|家庭亲情:0.0543|公案冤狱:0.0087|除暴侠义:0.0023|战争武略:0.3578|恩怨报偿:0.0241|善恶转化:0.1022|礼教品格:0.0769|宗教祥瑞:0.0023|文人世情:0.0238,政治权力:丞相、君臣、帝、王、臣|战争武略:将军、兵、类别先验:历史戏、将、关,combo-b8241900,70902000/70902141_风云会·访普.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
70902142,四声猿·骂曹,家庭戏,26.4,0.2976,0.3796,权力关系,权力关系|亲属关系|冲突关系,礼教品格,10,386.71,0.4776,政治权力,政治权力|礼教品格,政治权力 + 礼教品格,2,2|10,忠义家国:4.0|政治权力:76.84|婚恋姻缘:5.35|家庭亲情:48.81|公案冤狱:59.87|除暴侠义:4.08|战争武略:26.99|恩怨报偿:15.47|善恶转化:114.5|礼教品格:386.71|宗教祥瑞:61.6|文人世情:5.53,忠义家国:0.0103|政治权力:0.1987|婚恋姻缘:0.0138|家庭亲情:0.1262|公案冤狱:0.1548|除暴侠义:0.0106|战争武略:0.0698|恩怨报偿:0.04|善恶转化:0.2961|礼教品格:1.0|宗教祥瑞:0.1593|文人世情:0.0143,善恶转化:善恶、恶、善、关系先验:冲突关系、归|礼教品格:骂曹、骂、节、类别先验:家庭戏、关系先验:亲属关系,combo-b014fe84,70902000/70902142_四声猿·骂曹.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
70902144,荆钗记·上路,家庭戏,18.41,0.3876,0.2255,亲属关系,亲属关系|婚恋关系|权力关系,婚恋姻缘,3,224.5,0.6304,文人世情,婚恋姻缘|文人世情,婚恋姻缘 + 文人世情,2,3|12,忠义家国:7.15|政治权力:7.36|婚恋姻缘:224.5|家庭亲情:22.29|公案冤狱:2.0|除暴侠义:0.0|战争武略:11.4|恩怨报偿:23.02|善恶转化:0.9|礼教品格:22.72|宗教祥瑞:1.3|文人世情:33.48,忠义家国:0.0318|政治权力:0.0328|婚恋姻缘:1.0|家庭亲情:0.0993|公案冤狱:0.0089|除暴侠义:0.0|战争武略:0.0508|恩怨报偿:0.1025|善恶转化:0.004|礼教品格:0.1012|宗教祥瑞:0.0058|文人世情:0.1492,婚恋姻缘:钗、夫妇、关系先验:婚恋关系、类别先验:家庭戏,combo-00a071b5,70902000/70902144_荆钗记·上路.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
70902145,琵琶记·卖发,家庭戏,17.13,0.6218,0.0,亲属关系,亲属关系,文人世情,12,31.19,0.3107,家庭亲情|礼教品格,家庭亲情|礼教品格|文人世情,家庭亲情 + 礼教品格 + 文人世情,3,4|10|12,忠义家国:0.0|政治权力:0.0|婚恋姻缘:4.0|家庭亲情:30.23|公案冤狱:0.0|除暴侠义:0.0|战争武略:2.79|恩怨报偿:6.76|善恶转化:0.63|礼教品格:24.02|宗教祥瑞:0.77|文人世情:31.19,忠义家国:0.0|政治权力:0.0|婚恋姻缘:0.1283|家庭亲情:0.9692|公案冤狱:0.0|除暴侠义:0.0|战争武略:0.0895|恩怨报偿:0.2168|善恶转化:0.0202|礼教品格:0.7702|宗教祥瑞:0.0245|文人世情:1.0,家庭亲情:类别先验:家庭戏、父母、关系先验:亲属关系、子、亲|礼教品格:节、类别先验:家庭戏、关系先验:亲属关系、孝|文人世情:才,combo-f9c737db,70902000/70902145_琵琶记·卖发.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
